Date,AIR COMPRESSOR,ALTERNATOR,BATTERY,BRAKE CALIPER,BRAKE PAD,BRAKE ROTOR,CAMSHAFT,CARBERATOR,COIL SPRING,CRANKSHAFT,CYLINDER HEAD,DISTRIBUTOR,ENGINE BLOCK,FUEL INJECTOR,FUSE BOX,Production
2021-11-07,93,114,31,108,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-11-08,73,87,1,79,84,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-11-09,36,66,108,43,48,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-11-10,53,40,101,34,30,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-11-11,3,18,60,30,58,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-11-12,56,14,11,17,25,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-11-13,51,67,0,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-11-14,35,62,124,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-11-15,7,43,113,58,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-11-16,104,22,70,49,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-11-17,60,120,58,36,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-11-18,58,84,40,20,63,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-11-19,21,44,104,0,61,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-11-20,99,22,56,0,33,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-11-21,80,85,47,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-11-22,72,71,15,66,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-11-23,35,69,81,55,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-11-24,23,66,46,7,79,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-11-25,124,44,32,0,72,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-11-26,97,37,3,96,55,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-11-27,62,16,117,72,7,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-11-28,14,94,76,39,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-11-29,135,66,42,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-11-30,87,62,16,80,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-12-01,83,58,57,46,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-12-02,38,27,56,40,141,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-12-03,2,139,16,10,94,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-04,120,120,0,0,75,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-12-05,70,79,96,0,28,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-12-06,38,65,62,97,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-12-07,87,45,62,74,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-12-08,66,9,31,69,76,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-12-09,44,61,30,20,33,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-10,148,56,0,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-12-11,106,36,114,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-12-12,98,63,88,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-13,76,44,49,128,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-12-14,62,54,10,84,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-15,30,7,99,59,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-12-16,125,6,71,28,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-12-17,105,101,71,11,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-18,60,59,56,141,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-12-19,57,29,8,132,66,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-12-20,33,14,134,124,60,0,0,0,0,0,0,0,0,0,0,BATTERY
2021-12-21,15,78,91,88,30,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-22,147,34,83,44,6,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2021-12-23,121,31,46,17,6,113,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2021-12-24,103,21,45,78,0,92,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-12-25,96,13,25,67,145,71,0,0,0,0,0,0,0,0,0,BRAKE PAD
2021-12-26,63,1,22,52,103,38,135,0,0,0,0,0,0,0,0,CAMSHAFT
2021-12-27,60,54,7,29,78,10,96,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-28,56,45,90,24,46,10,82,0,0,0,0,0,0,0,0,BATTERY
2021-12-29,20,38,49,55,15,0,82,0,0,0,0,0,0,0,0,BRAKE CALIPER
2021-12-30,7,119,8,34,8,0,73,0,0,0,0,0,0,0,0,ALTERNATOR
2021-12-31,111,110,2,17,0,0,26,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-01-01,67,70,67,8,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-02,64,58,45,53,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-01-03,18,35,29,30,149,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-01-04,3,31,76,14,137,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-05,139,0,73,0,100,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-01-06,107,89,73,0,50,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-01-07,101,73,38,145,39,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-01-08,66,23,133,112,39,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-09,17,133,129,110,7,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-01-10,12,89,98,81,113,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-01-11,1,86,78,78,69,59,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-01-12,143,56,50,36,31,50,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-01-13,125,50,21,123,0,15,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-01-14,91,21,105,99,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-15,88,7,95,88,126,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-01-16,78,75,48,39,111,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-01-17,48,65,33,28,71,118,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-01-18,22,65,96,0,56,117,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-19,103,26,85,0,51,69,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-01-20,86,128,80,0,15,41,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-01-21,36,91,35,69,0,8,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-01-22,5,76,9,55,132,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-01-23,3,57,124,43,86,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-24,123,37,120,40,40,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-01-25,95,32,78,33,10,65,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-01-26,50,4,38,61,0,61,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-01-27,13,85,20,37,0,49,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-01-28,93,50,11,0,0,33,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-01-29,60,17,123,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-01-30,19,16,116,71,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-01-31,88,0,103,69,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-01,52,73,93,44,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-02-02,11,31,93,37,119,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-02-03,93,31,65,0,71,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-04,64,6,51,82,28,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-02-05,61,113,35,63,1,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-02-06,14,86,129,61,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-02-07,89,51,98,49,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-08,65,26,85,44,121,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-02-09,40,4,41,6,121,137,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-02-10,15,144,40,0,117,101,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-02-11,125,113,24,0,72,61,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-12,106,77,24,130,66,43,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-02-13,84,60,24,104,25,7,102,0,0,0,0,0,0,0,0,CAMSHAFT
2022-02-14,35,12,22,58,75,0,86,0,0,0,0,0,0,0,0,BRAKE PAD
2022-02-15,119,0,0,50,52,0,45,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-16,86,65,0,13,2,0,23,0,0,0,0,0,0,0,0,ALTERNATOR
2022-02-17,66,24,91,3,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-02-18,53,120,51,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-02-19,39,89,32,68,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-02-20,35,87,22,39,116,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-02-21,34,73,52,25,95,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-02-22,117,36,26,25,48,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-23,82,26,112,24,30,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-02-24,52,84,65,0,30,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-02-25,42,40,29,61,26,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-02-26,13,24,110,35,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-02-27,89,8,98,24,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-02-28,52,114,90,19,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-03-01,37,92,55,4,136,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-03-02,101,75,6,0,121,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-03,87,33,118,0,102,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-03-04,61,19,99,66,75,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-03-05,13,10,58,43,31,83,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-03-06,86,8,19,18,23,41,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-07,49,53,0,16,17,23,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-03-08,34,3,144,0,10,3,0,0,0,0,0,0,0,0,0,BATTERY
2022-03-09,5,3,107,58,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-03-10,98,0,90,24,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-11,68,58,66,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-03-12,19,39,37,140,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-03-13,9,17,34,92,62,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-03-14,120,0,21,78,40,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-15,100,124,19,39,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-03-16,64,86,10,10,107,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-03-17,14,43,150,9,77,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-03-18,69,0,144,0,41,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-19,43,148,143,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-03-20,2,110,138,87,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-03-21,135,104,95,60,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-22,107,67,90,23,60,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-03-23,69,53,89,8,21,112,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-03-24,41,3,82,61,2,100,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-03-25,38,80,50,52,0,93,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-03-26,69,57,37,22,0,64,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-27,43,28,84,12,0,21,0,0,0,0,0,0,0,0,0,BATTERY
2022-03-28,30,9,45,3,116,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-03-29,4,9,8,141,115,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-03-30,87,0,0,96,98,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-03-31,46,95,0,57,73,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-04-01,14,76,150,17,68,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-04-02,136,55,105,0,27,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-04-03,124,28,69,139,21,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-04,123,123,57,100,10,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-04-05,107,120,52,61,86,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-04-06,57,114,29,27,74,135,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-04-07,23,86,26,71,40,126,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-08,112,70,19,55,26,123,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-04-09,87,38,7,28,61,89,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-04-10,60,24,86,25,22,42,0,0,0,0,0,0,0,0,0,BATTERY
2022-04-11,37,74,38,24,0,30,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-04-12,3,61,4,71,0,17,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-13,148,60,0,66,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-04-14,115,59,65,36,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-04-15,111,55,38,149,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-16,88,29,4,121,123,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-04-17,72,149,0,74,84,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-04-18,37,134,126,58,48,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-04-19,75,115,120,14,5,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-04-20,75,115,94,65,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-21,46,95,87,58,57,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-04-22,4,58,51,12,50,66,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-04-23,140,30,46,0,44,31,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-04-24,115,129,34,0,2,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-04-25,68,79,53,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-04-26,42,45,3,51,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-27,59,26,0,15,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-04-28,53,21,63,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-04-29,41,18,30,117,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-04-30,7,123,0,80,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-01,108,78,0,35,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-02,70,64,124,10,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-05-03,38,27,87,92,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-05-04,34,147,75,67,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-05,33,139,26,54,110,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-05-06,8,105,16,34,70,107,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-05-07,84,61,0,0,27,68,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-08,47,58,74,0,0,33,0,0,0,0,0,0,0,0,0,BATTERY
2022-05-09,36,23,27,76,0,10,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-05-10,19,1,133,48,0,8,0,0,0,0,0,0,0,0,0,BATTERY
2022-05-11,73,0,90,23,0,7,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-12,72,85,88,14,0,6,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-13,51,47,78,8,143,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-05-14,39,5,59,2,130,110,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-05-15,27,128,21,0,127,87,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-16,109,126,10,0,118,66,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-17,75,103,6,110,73,52,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-05-18,69,57,66,107,66,30,0,0,0,0,0,0,0,0,0,BATTERY
2022-05-19,22,12,23,86,64,28,92,0,0,0,0,0,0,0,0,CAMSHAFT
2022-05-20,10,66,20,48,19,0,52,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-21,143,54,20,15,0,0,10,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-22,110,28,93,14,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-05-23,80,136,74,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-24,52,128,73,93,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-05-25,14,91,43,91,137,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-05-26,130,76,37,55,122,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-27,81,39,119,36,86,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-05-28,38,11,78,26,55,134,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-05-29,134,0,46,0,17,127,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-05-30,90,74,30,0,0,90,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-05-31,58,24,3,131,0,49,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-06-01,45,119,0,131,0,27,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-06-02,40,79,143,84,0,10,0,0,0,0,0,0,0,0,0,BATTERY
2022-06-03,20,52,106,48,55,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-06-04,5,23,90,44,6,125,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-06-05,100,0,59,12,0,92,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-06-06,88,86,16,0,0,60,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-06-07,79,49,149,0,0,46,0,0,0,0,0,0,0,0,0,BATTERY
2022-06-08,57,48,125,124,0,19,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-06-09,49,10,103,96,60,19,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-06-10,36,112,71,67,54,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-06-11,10,108,40,19,37,117,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-06-12,143,76,30,0,25,114,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-06-13,104,47,27,144,0,81,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-06-14,70,7,60,130,0,77,0,0,0,0,0,0,0,0,0,BATTERY
2022-06-15,56,3,33,88,54,40,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-06-16,41,77,27,56,19,35,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-06-17,41,64,15,39,7,4,76,0,0,0,0,0,0,0,0,CAMSHAFT
2022-06-18,21,39,51,30,0,0,66,0,0,0,0,0,0,0,0,BATTERY
2022-06-19,123,3,43,1,0,0,31,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-06-20,120,93,0,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-06-21,84,74,125,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-06-22,40,46,102,124,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-06-23,4,29,67,98,82,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-06-24,64,11,31,77,67,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-06-25,42,87,6,29,58,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-06-26,26,79,115,13,16,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-06-27,62,41,80,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-06-28,20,40,79,53,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-06-29,68,24,31,21,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-06-30,37,7,79,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-01,2,142,76,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-07-02,78,106,35,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-03,56,66,25,131,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-07-04,48,44,130,81,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-05,21,37,125,63,103,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-07-06,126,0,92,20,71,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-07,122,86,46,3,53,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-07-08,93,80,68,0,36,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-09,76,77,44,118,23,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-07-10,44,59,29,109,9,147,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-07-11,108,22,14,106,0,135,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-12,92,109,0,89,0,124,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-07-13,62,87,142,51,0,80,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-14,38,65,111,29,71,69,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-07-15,66,58,105,0,31,36,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-16,24,38,71,121,0,35,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-07-17,105,36,67,72,0,10,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-18,104,11,62,39,94,1,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-07-19,96,148,16,31,56,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-07-20,78,137,84,10,16,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-21,49,132,53,109,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-07-22,31,111,32,60,94,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-07-23,1,88,6,26,90,76,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-07-24,126,75,0,10,42,40,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-25,108,50,75,0,21,21,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-26,61,50,27,80,0,5,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-07-27,56,50,116,71,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-07-28,32,12,86,25,138,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-07-29,7,2,67,122,126,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-07-30,129,2,60,86,85,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-07-31,85,94,59,84,77,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-08-01,54,61,41,83,55,135,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-08-02,26,59,8,38,20,128,70,0,0,0,0,0,0,0,0,CAMSHAFT
2022-08-03,94,58,5,37,0,119,69,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-08-04,59,41,110,14,0,97,32,0,0,0,0,0,0,0,0,BATTERY
2022-08-05,57,30,76,94,0,65,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-08-06,22,4,74,65,150,63,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-08-07,114,0,49,42,102,27,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-08-08,95,138,6,13,86,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-08-09,52,110,56,0,43,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-10,40,92,48,65,6,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-08-11,120,43,3,40,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-08-12,89,81,0,5,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-08-13,41,45,53,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-14,138,39,15,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-08-15,89,28,119,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-16,61,13,74,117,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-08-17,58,103,49,105,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-08-18,27,77,34,78,93,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-08-19,23,40,109,48,51,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-20,4,83,62,0,33,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-08-21,144,47,34,0,3,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-08-22,111,5,69,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-23,86,143,63,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2022-08-24,60,138,23,120,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2022-08-25,36,119,60,91,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-26,141,74,15,68,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2022-08-27,92,62,122,63,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2022-08-28,63,39,105,35,92,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2022-08-29,63,31,56,15,48,125,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2022-08-30,54,25,13,132,10,76,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
